ORD	He and another man had forced the 42-year-old into a seat [MASK] seeing him throw punches at another male passenger.	41 42 61 62 120 121 122 123 124 125 126 127	1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	The National Institute for Occupational Safety and Health says 110 decibels can produce hearing damage [MASK] just 1 minute, 29 seconds of exposure.	41 42 61 62 120 121 122 123 124 125 126 127	1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	The president also said that Palestinian President Yasser Arafat needed to do more to help contain the violence [MASK] the attack claimed by the Islamic Resistance Movement (HAMAS).	41 42 61 62 120 121 122 123 124 125 126 127	1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	The compound, which houses both the Al-Aqsa mosque and the Dome of the Rock, is where the second Palestinian uprising erupted in 2000 [MASK] a controversial visit by then Israeli opposition leader Ariel Sharon.	41 42 61 62 120 121 122 123 124 125 126 127	1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	Hopes for a good crop from Baja California, a prime tomato supplier for the Midwest, were dashed [MASK] Hurricane John pounded Baja, drastically slicing tomato production.	41 42 61 62 120 121 122 123 124 125 126 127	0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	Monday's recommendation came as part of a 47-page report, titled ` ` Countering the Changing Threat of Terrorism,''mandated by Congress [MASK] the US embassy bombings in East Africa two years ago.	41 42 61 62 120 121 122 123 124 125 126 127	1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	Crude oil for June delivery fell 4 cents to settle at $ 19.99 a barrel on the New York Mercantile Exchange, [MASK] falling as much as 21 cents earlier.	41 42 61 62 120 121 122 123 124 125 126 127	1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	The passenger was already drunk [MASK] he boarded the flight from the Baltic Sea city of Kaliningrad to Moscow on Wednesday evening, Aeroflot spokeswoman Irina Dannenberg said.	41 42 61 62 120 121 122 123 124 125 126 127	0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	was chosen [MASK] a monthlong review that also included Gotham Inc. in New York, also owned by Interpublic, and Martin / Williams in Minneapolis, a unit of GGT Group.	41 42 61 62 120 121 122 123 124 125 126 127	1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	Mahoney said the jackpot grew [MASK] holiday sales were much higher than expected.	41 42 61 62 120 121 122 123 124 125 126 127	1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	[MASK] people see coots struggling to take off, they ca n't believe they're able to fly to the Valley from the Far North.	41 42 61 62 120 121 122 123 124 125 126 127	0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	And in ` ` Animal House,''[MASK] Otter and Boon tee up shots to spray them around Faber College, one enters the window of Dean Wormer's office and shatters his water pitcher.	41 42 61 62 120 121 122 123 124 125 126 127	0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	U. S. and Japanese officials had described it as a two-stage ballistic missile that soared across northern Japan [MASK] dropping into the Pacific Ocean.	41 42 61 62 120 121 122 123 124 125 126 127	0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	He had recently entered a 12-step program [MASK] a friend suggested he call Bray, a Harley-riding former drug dealer with the Dixie Mafia.	41 42 61 62 120 121 122 123 124 125 126 127	0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	Records show that the coroner's office has collected nearly $ 1.4 million from Tissue Banks [MASK] the last five years for the recovery of corneas and other tissues.	41 42 61 62 120 121 122 123 124 125 126 127	0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	Last year, an emotionally charged Hewitt got the best of Canas in five sets [MASK] the fourth round at Roland Garros.	41 42 61 62 120 121 122 123 124 125 126 127	0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	But then, Gore did end up staging a one-man protest of sorts [MASK] he showed up in his uniform in Harvard Yard a few months later.	41 42 61 62 120 121 122 123 124 125 126 127	0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	"""We were rejuvenated [MASK] we saw the rescuers,""said one of the fishermen, Pedro Tialan."	41 42 61 62 120 121 122 123 124 125 126 127	0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	The TV showdowns have been credited with throwing the battle for the May 6 general election wide open [MASK] Liberal Democrat support surged following a strong showing by Clegg in the first debate.	41 42 61 62 120 121 122 123 124 125 126 127	1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	On Friday, amid persistent questioning about the statue, Bush finally let his feelings be known [MASK] touring the Marvin L. Winans Academy of Performing Arts in Detroit with black ministers.	41 42 61 62 120 121 122 123 124 125 126 127	0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	Mike Kurtz, maintenance superviser of the Washington Metropolitan Area Transit Authority, said Ikarus won the bidding there [MASK] a series of evaluations and inspections.	41 42 61 62 120 121 122 123 124 125 126 127	1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	Erdogan also defended the AKP, which arose [MASK] the Islamist-based Virtue Party was outlawed last year but has since disavowed its extreme religious heritage and redefined itself as a center-right pro-Western party.	41 42 61 62 120 121 122 123 124 125 126 127	1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	The Russians would build a seven-point lead twice, 47-40 and 49-42, in the second half [MASK] Jennifer Whittle's jumper put Australia ahead 55-54.	41 42 61 62 120 121 122 123 124 125 126 127	0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	The fourth airstrike was carried out by an F16 warplane, [MASK] a missile was fired at an empty filed in central Gaza Strip.	41 42 61 62 120 121 122 123 124 125 126 127	0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	[MASK] the Saturday night party, they did some bowling in their Hard Rock super swanky penthouse suite.	41 42 61 62 120 121 122 123 124 125 126 127	0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	"One of Brown's best-known songs,""(Night Time Is) The Right Time,""did not crack the R&amp;amp;B Top 40 [MASK] he sang it in 1957, but Ray Charles took it to No."	41 42 61 62 120 121 122 123 124 125 126 127	0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	The three foreigners, who worked for firms operating in Algeria, were being escorted by the police [MASK] a small bomb exploded next to their convoy, according to the sources.	41 42 61 62 120 121 122 123 124 125 126 127	0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	The 26-year-old Almeida joins Portuguese compatriot Simao Sabrosa at the Turkish club [MASK] the winger signed from Atletico Madrid earlier on Friday.	41 42 61 62 120 121 122 123 124 125 126 127	1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	"[MASK] he graduated from high school, he says, his father gave him two days to""get out and get on with your life."""	41 42 61 62 120 121 122 123 124 125 126 127	0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	[MASK] the image of a woman with bare arms was shown on the screen, one of the group grabbed the television and threw it to the ground, according to the current and former officials.	41 42 61 62 120 121 122 123 124 125 126 127	0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	[MASK] the Palestinian, Mousa Mohammed Abu Marzook, was arrested at John F. Kennedy Airport on July 15 as he returned from abroad, U. S. and Israeli officials said he was a senior official of Hamas.	41 42 61 62 120 121 122 123 124 125 126 127	0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	The New England Patriots drafted Peter in the fifth-round of the 1996 draft, but only a few days later, [MASK] a furious public and media backlash, the Patriots renounced his rights.	41 42 61 62 120 121 122 123 124 125 126 127	1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	[MASK] the U. S. troops plan was announced, some Russian politicians suggested the Kremlin respond by boosting its relations with Abkhazia and with South Ossetia, another separatist Georgian region.	41 42 61 62 120 121 122 123 124 125 126 127	1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	Screensavers are software running [MASK] the computer is idle and used to prevent damage to the monitor.	41 42 61 62 120 121 122 123 124 125 126 127	0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	The Dutch government announced Friday it was buying the Dutch-held operations of Fortis for euro16.8 billion (US$ 23.2 billion) [MASK] a previous bailout failed to remove market doubts.	41 42 61 62 120 121 122 123 124 125 126 127	1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	The tide turned [MASK] Sociedad's French coach Raynald Denoueix introduced de Pedro, who played in this summer's World Cup for Spain, to replace Igor Gabilondo in the 65th minute.	41 42 61 62 120 121 122 123 124 125 126 127	0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	The economy lost an average of more than 700,000 jobs per month [MASK] the first three months of the year as shocks from the credit crisis surged through the broader economy.	41 42 61 62 120 121 122 123 124 125 126 127	0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	She was not seriously injured but [MASK] Bell got out of his car to check on the girl, a mob attacked and killed him, police and witnesses said.	41 42 61 62 120 121 122 123 124 125 126 127	0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	[MASK] Bell wheeled to make the throw, Young was directly in his path.	41 42 61 62 120 121 122 123 124 125 126 127	0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	Tension between Iraq and Turkey has been high since October 21 [MASK] the rebel Kurdistan Workers'Party (PKK) ambushed a Turkish military patrol, killing 12 soldiers.	41 42 61 62 120 121 122 123 124 125 126 127	0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	Clippers rookie Maurice Taylor scored a career-high 26 points [MASK] fouling out with 7:20 remaining.	41 42 61 62 120 121 122 123 124 125 126 127	0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	[MASK] single mom Krista talks interestedly about how some women sell their eggs for cash, you realize just how insecure her situation is.	41 42 61 62 120 121 122 123 124 125 126 127	0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	The Germans erased their 1-0 deficit from the first leg [MASK] Christoph Dabrowski, set up by Andreas Herzog, hit home from close range in the 29th minute.	41 42 61 62 120 121 122 123 124 125 126 127	0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	The Cali cartel once controlled 80 percent of the world's cocaine trade, taking over [MASK] the demise of the Medellin cartel, whose leader, Pablo Escobar, was killed by Colombian police in December 1993. _	41 42 61 62 120 121 122 123 124 125 126 127	1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	Insurers will take on millions of new customers [MASK] Americans are required to carry insurance in 2014.	41 42 61 62 120 121 122 123 124 125 126 127	0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	The three reportedly sought refuge in Sudan [MASK] the June 26 attack.	41 42 61 62 120 121 122 123 124 125 126 127	1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	He was arrested last August [MASK] two computer technicians at the school found the images on his hard drive and reported him.	41 42 61 62 120 121 122 123 124 125 126 127	1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	Residents said rival groups clashed [MASK] the Sinhalese objected to the laying of concrete meant for a multi-storey structure.	41 42 61 62 120 121 122 123 124 125 126 127	0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	[MASK] confronted about it in mediation, the supervisor said he had had no idea that some people found the practice offensive and said he would stop it immediately.	41 42 61 62 120 121 122 123 124 125 126 127	0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	But it dovetails with reports that a bipartisan panel will recommend a withdrawal of most US combat brigades from Iraq by 2008 [MASK] leaving behind troops to train and advise Iraqis.	41 42 61 62 120 121 122 123 124 125 126 127	0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	A statement quoted by the agency said that the strike was called off at 5:00 p. m. (1600 GMT) [MASK] the appeal was turned down.	41 42 61 62 120 121 122 123 124 125 126 127	1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	Hasek won his first Cup in 2002 [MASK] joining the superb Detroit Red Wings late in his career. (	41 42 61 62 120 121 122 123 124 125 126 127	1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	"Hezbollah chief Sheikh Nasrallah, speaking [MASK] talks with Syrian Foreign Minister Faruq al-Shara in Damascus, also demanded""stricter rules""to prevent Israeli attacks on Lebanese civilians."	41 42 61 62 120 121 122 123 124 125 126 127	1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ORD	` ` How can she keep her soccer shorts up [MASK] she does n't even have a butt?''	41 42 61 62 120 121 122 123 124 125 126 127	0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
